author	title	type	collection	year	_merge	category
"[{:family=>""Kintisch"", :given=>""Eli""}]"	Scientists Say Continued Warming Warrants Closer Look at Drastic Fixes	article-journal	Science	2007	both	Required
"[{:family=>""Carpenter"", :given=>""Stephen""}, {:others=>true}]"	Ecosystem Experiments	article-journal	Science	1995	both	Required
"[{:family=>""Beddington"", :given=>""John""}]"	The Primary Requirements	article-journal	Nature	1995	both	Required
"[{:family=>""Pauly"", :given=>""Daniel""}, {:family=>""Christensen"", :given=>""V.""}]"	Primary Production Required to Sustain Global Fisheries	article-journal	Nature	1995	both	Required
"[{:family=>""Pauley"", :given=>""Daniel""}, {:others=>true}]"	Fishing Down Aquatic Food Webs	article-journal	American Scientist	2000	both	Required
"[{:family=>""Stapp"", :given=>""Paul""}, {:family=>""Polis"", :given=>""Gary A.""}, {:family=>""Piñero"", :given=>""Francisco Sánchez""}]"	Stable Isotopes Reveal Strong Marine and El Niño Effects on Island Food Webs	article-journal	Nature	1999	both	Required
"[{:family=>""Peterson"", :given=>""Bruce""}, {:family=>""Howarth"", :given=>""Robert""}, {:family=>""Garritt"", :given=>""Robert""}]"	Sulfur and Carbon Isotopes as Tracers of Salt-Marsh Organic Matter Flow	article-journal	Ecology	1986	both	Required
"[{:family=>""Dunne"", :given=>""Jennifer""}, {:family=>""Williams"", :given=>""Richard""}, {:family=>""Martinez"", :given=>""Neo""}]"	Network Structure and Biodiversity Loss in Food Webs: Robustness Increases with Connectance	article-journal	Ecology Letters	2002	both	Required
"[{:family=>""Bol"", :given=>""Roland""}, {:family=>""Pflieger"", :given=>""Christian""}]"	Stable Isotope Analysis of the Hair of Modern Humans and Their Domestic Animals	article-journal	Rapid Communications in Mass Spectrometry	2002	both	Required
"[{:family=>""Smil"", :given=>""Vaclav""}]"	How Many Billions to Go?	article-journal	Nature	1999	both	Required
"[{:family=>""Palumbi"", :given=>""Stephen""}]"	Humans as the World’s Greatest Evolutionary Force	article-journal	Science	2001	both	Required
"[{:family=>""Cohen"", :given=>""Joel""}]"	Population Growth and Earth’s Human Carrying Capacity	article-journal	Science	1995	both	Required
"[{:family=>""Tilman"", :given=>""David""}, {:others=>true}]"	Agricultural Sustainability and Intensive Production Practices	article-journal	Nature	2002	both	Required
"[{:family=>""Wackernagel"", :given=>""Mathis""}, {:others=>true}]"	National Natural Capital Accounting with the Ecological Footprint Concept	article-journal	Ecological Economics	1999	both	Required
"[{:family=>""Hindell"", :given=>""Mark""}]"	Some Life-History Parameters of a Declining Population of Southern Elephant Seals	article-journal	Journal of Animal Ecology	1991	both	Required
"[{:family=>""Lauer"", :given=>""Thomas""}, {:family=>""Spacie"", :given=>""Anne""}]"	Space as a Limiting Resource in Freshwater Systems: Competition between Zebra Mussels (Dreissena polymorpha) and Freshwater Sponges (Porifera	article-journal	Hydrobiologia	2004	both	Required
"[{:family=>""Byers"", :given=>""James""}]"	Competition Between Two Estuarine Snails: Implications For Invasions of Exotic Species	article-journal	Ecology	2000	both	Required
"[{:family=>""Turchin"", :given=>""P.""}, {:family=>""Oksanen"", :given=>""L.""}, {:family=>""Ekerholm"", :given=>""P.""}, {:family=>""Oksanen"", :given=>""T.""}, {:family=>""Henttonen"", :given=>""H.""}]"	Are Lemmings Prey or Predators?	article-journal	Nature	2000	both	Required
"[{:family=>""Gilg"", :given=>""Olivier""}, {:family=>""Hanski"", :given=>""Ilkka""}, {:family=>""Sittler"", :given=>""Benoit""}]"	Cyclic Dynamics in a Simple Vertebrate Predator-Prey Community	article-journal	Science	2003	both	Required
"[{:family=>""Hudson"", :given=>""Peter J.""}, {:family=>""Bjørnstad"", :given=>""Ottar N.""}]"	Vole Stranglers and Lemming Cycles	article-journal	Science	2003	both	Required
"[{:family=>""Myers"", :given=>""Norman""}, {:others=>true}]"	Biodiversity Hotspots for Conservation Priorities	article-journal	Nature	2000	both	Required
"[{:family=>""Worm"", :given=>""Boris""}, {:others=>true}]"	Impacts of Biodiversity Loss on Ocean Ecosystem Services	article-journal	Science	2006	both	Required
"[{:family=>""Layard"", :given=>""Richard""}]"	Happiness: Has Social Science a Clue?	article-journal	Lionel Robbins Memorial Lectures	March 3-5	both	Required
"[{:family=>""Turner"", :given=>""Graham""}]"	A Comparison of ‘The Limits to Growth’ with 30 Years of Reality	article-journal	Global Environmental Change	2008	both	Required
