Required	[{:family=>"Voet", :given=>"Donald"}, {:family=>"Voet", :given=>"Judith G."}]	["Biochemistry"]			["2004"]
Required	[{:family=>"Devlin", :given=>"Thomas M."}]	["Textbook of Biochemistry with Clinical Corrections"]			["2001"]
Required	[{:family=>"Hunter", :given=>"Peter J."}, {:family=>"Borg", :given=>"Thomas K."}]	["Integration from Proteins to Organs: The Physiome Project"]	article-journal	["Nature Reviews"]	["2003-03"]
Required	[{:family=>"Kitano", :given=>"Hiroaki"}]	["Systems Biology: A Brief Overview"]	article-journal	["Science"]	["2002-03-01"]
Required	[{:family=>"McAdams", :given=>"Harley H."}, {:others=>true}]	["The Evolution of Genetic Regulatory Systems in Bacteria"]	article-journal	["Nature Reviews (Genetics"]	["2004-03"]
Required	[{:family=>"Denamur", :given=>"Erick"}, {:others=>true}]	["Evolutionary Implication of the Frequent Horizontal Transfer of Mismatch Repair Genes"]	article-journal	["Cell"]	["2000-11-22"]
Required	[{:family=>"Sancar", :given=>"Aziz"}, {:others=>true}]	["Molecular Mechanisms of Mammalian DNA Replain and the DNA Damage Checkpoints"]	article-journal	["Annu. Rev. Biochem"]	["2004"]
Required	[{:family=>"Katze", :given=>"Michael G."}, {:others=>true}]	["Viruses and Interferon: A Fight for Supremacy"]	article-journal	["Nature Reviews"]	["2002-09"]
Required	[{:family=>"Pawson", :given=>"Tony"}, {:family=>"Nash", :given=>"Piers"}]	["Assembly of Cell Regulatory Systems Through Protein Interaction Domains"]	article-journal	["Science"]	["2003-04-18"]
Required	[{:family=>"Chen", :given=>"Xiaomin"}, {:others=>true}]	["Crystal Structure of a Tyrosine Phosphorylated STAT-1 Dimer Bound to DNA"]	article-journal	["Cell"]	["1998-05-29"]
Required	[{:family=>"Taniguchi", :given=>"Tadatsugu"}, {:others=>true}]	["IRF Family of Transcription Factors as Regulators of Host Defense"]	article-journal	["Ann. Rev. Immunol"]	["2001"]
Required	[{:family=>"Webre", :given=>"Daniel J."}, {:others=>true}]	["Bacterial Chemotaxis"]	article-journal	["Current Biology"]	
Required	[{:family=>"Levit", :given=>"Mikhail N."}, {:family=>"Stock", :given=>"Jeffry B."}]	["Receptor Methylation Controls the Magnitude of Stimulus-response Coupling in Bacterial Chemotaxis"]	article-journal	["The Journal of Biological Chemistry"]	["2002-09-27"]
Required	[{:family=>"Alon", :given=>"U."}, {:others=>true}]	["Robustness in Bacterial Chemotaxis"]	article-journal	["Nature"]	["1999-01-14"]
Required	[{:family=>"Berg", :given=>"Howard C."}]	["The Rotary Motor of Bacterial Flagella"]	article-journal	["Annual Review of Biochemistry"]	["2003"]
Required	[{:family=>"Schmeichel", :given=>"Karen L."}, {:family=>"Bissell", :given=>"Mina J."}]	["Modeling Tissue-specific Signaling and Organ Function in Three Dimensions"]	article-journal	["Journal of Cell Science"]	
Required	[{:family=>"Davies", :given=>"Jamie A."}]	["Extracellular Matrix"]	chapter	["Encyclopedia of Life Sciences"]	["2001"]
Required	[{:family=>"Dow", :given=>"Julian A.T."}, {:family=>"Davies", :given=>"Shireen A."}]	["Integrative Physiology and Functional Genomics of Epithelial Function in a Genetic Model Organism"]	article-journal	["Physiol. Rev"]	["2003"]
Required	[{:family=>"Parmar", :given=>"Hema"}, {:family=>"Cunha", :given=>"Gerald R."}]	["Epithelial-stromal Interactions in the Mouse and Human Mammary Gland in Vivo"]	article-journal	["Endocrine-Related Cancer"]	["2004"]
Required	[{:family=>"Taddei", :given=>"Ilaria"}, {:others=>true}]	["Integrins in Mammary Gland Development and Differentiation of Mammary Epithelium"]	article-journal	["Journal of Mammary Gland Biology and Neoplasia"]	["2003-10"]
Required	[{:family=>"Liu", :given=>"Hong"}, {:others=>true}]	["Polarity and Proliferation are Controlled by Distinct Signaling Pathwaysdownstream of PI3-kinase in Epithelial Tumor Cells"]	article-journal	["Journal of Cell Biology"]	["2004-02-16"]
Required	[{:family=>"Brisken", :given=>"Cathrin"}, {:others=>true}]	["IGF-2 is a Mediator of Prolactin-induced Morphogenesis in the Breast"]	article-journal	["Developmental Cell"]	["2002-12"]
