Required	[{:family=>"Alexanderson", :given=>"Gerald L."}, {:family=>"Klosinski", :given=>"Leonard F."}, {:family=>"Larson", :given=>"Loren C."}]	["The William Lowell Putnam Mathematical Competition Problems and Solutions, 1965–1984"]			["1985"]
Required	[{:family=>"Barbeau", :given=>"Edward"}, {:family=>"Klamkin", :given=>"Murray S."}, {:family=>"Moser", :given=>"W.O.J."}]	["Five Hundred Mathematical Challenges"]			["1997"]
Required	[{:family=>"Gilbert", :given=>"George Thomas"}, {:family=>"Krusemeyer", :given=>"Mark"}, {:family=>"Larson", :given=>"Loren C."}]	["Mathematical Plums"]	article-journal	["Dolciani Mathematical Expositions"]	["1979"]
Required	[{:family=>"Gleason", :given=>"Andrew M."}, {:family=>"Greenwood", :given=>"R.E."}, {:family=>"Kelly", :given=>"L.M."}]	["The William Lowell Putnam Mathematical Competition Problems and Solutions 1938–1964"]			["1980"]
Required	[{:family=>"Greitzer", :given=>"Samuel L."}]	["International Mathematical Olympiads, 1959–1977"]	article-journal	["New Mathematical Library"]	["1979"]
Required	[{:family=>"Halmos", :given=>"Paul R."}]	["Problems for Mathematicians, Young and Old"]	article-journal	["Dolciani Mathematical Expositions"]	["1991"]
Required	[{:family=>"Honsberger", :given=>"Ross"}]	["Mathematical Morsels"]	article-journal	["Dolciani Mathematical Expositions"]	["1979"]
Required	[{:family=>"Honsberger", :given=>"Ross"}]	["More Mathematical Morsels"]	article-journal	["Dolciani Mathematical Expositions"]	["1996"]
Required	[{:family=>"Honsberger", :given=>"Ross"}]	["Mathematical Gems I"]	article-journal	["The Dolciani Mathematical Expositions"]	["1974"]
Required	[{:family=>"Honsberger", :given=>"Ross"}]	["Mathematical Gems II"]	article-journal	["The Dolciani Mathematical Expositions"]	["1976"]
Required	[{:family=>"Honsberger", :given=>"Ross"}]	["Mathematical Gems III"]	article-journal	["Dolciani Mathematical Expositions"]	["1997"]
Required	[{:family=>"Honsberger", :given=>"Ross"}]	["From Erdös to Kiev; Problems of Olympiad Caliber"]	article-journal	["Dolciani Mathematical Expositions"]	["1997"]
Required	[{:family=>"Klambauer", :given=>"Gabriel"}]	["Problems and Propositions in Analysis"]	article-journal	["Lecture Notes in Pure and Applied Mathematics"]	["1979"]
Required	[{:family=>"Klamkin", :given=>"Murray S."}]	["USA Mathematical Olympiads, 1972–1986"]	article-journal	["New Mathematical Library"]	["1989"]
Required	[{:family=>"Klamkin", :given=>"Murray S."}]	["International Mathematical Olympiads, 1978–1985 and Forty Supplementary Problems"]	article-journal	["New Mathematical Library"]	["1986"]
Required	[{:family=>"Klee", :given=>"Victor"}, {:family=>"Wagon", :given=>"S."}]	["Old and New Unsolved Problems in Plane Geometry and Number Theory"]	article-journal	["Dolciani Mathematical Expositions"]	["1996"]
Required	[{:family=>"Konhauser", :given=>"Joseph D.E."}, {:family=>"Velleman", :given=>"Daniel J."}, {:family=>"Wagon", :given=>"S."}]	["Which Way Did the Bicycle Go? And Other Intriguing Mathematical Mysteries"]	article-journal	["Dolciani Mathematical Expositions"]	["1996"]
Required	[{:family=>"Kürschák", :given=>"József"}, {:family=>"Hajos", :given=>"Gyorgy"}]	["Hungarian Problem Book, Based on the Eötvös Competitions"]	book		["1963"]
Required	[{:family=>"Newman", :given=>"Donald J.A.Problem Seminar"}]	["Problem books in mathematics"]			["1982"]
Required	[{:family=>"Pólya", :given=>"George"}, {:family=>"Szegö", :given=>"Gábor"}]	["Problems and Theorems in Analysis"]			["2004"]
Required	[{:family=>"Pólya", :given=>"George"}]	["Problems and Theorems in Analysis 2. Theory of Functions, Zeros, Polynomials, Determinants, Number Theory, Geometry"]			["2004"]
Required	[{:family=>"Rabinowitz", :given=>"Stanley"}]	["Index to Mathematical Problems, 1980–1984"]	article-journal	["Indexes to mathematical problems"]	["1992"]
Required	[{:family=>"Shkliarskii", :given=>"D.O."}]	["The USSR Olympiad Problem Book; Selected Problems and Theorems of Elementary Mathematics"]	book		["1962"]
Required	[{:family=>"Vakil", :given=>"Ravi"}]	["A Mathematical Mosaic Patterns & Problem Solving"]			["1997"]
Required	[{:family=>"Winkler", :given=>"P."}]	["Mathematical Puzzles A Connoisseur’s Collection"]			["2003"]
Optional	[{:family=>"Larson", :given=>"Loren C."}]	["Problem-Solving Through Problems (Problem Books in Mathematics"]			["1983"]
Optional	[{:family=>"Gelca", :given=>"Razvan"}, {:family=>"Andreescu", :given=>"Titu"}]	["Putnam and Beyond"]			["2007"]
