author	title	type	collection	year	_merge	category
"[{:family=>""Specter"", :given=>""Michael""}]"	The Last Drop	article-journal	The New Yorker	2006-10-23	both	Optional
"[{:family=>""Summary"", :given=>""Executive""}]"	Water for People			2003-03-22	both	Optional
"[{:family=>""Kemsley"", :given=>""Jyllian""}]"	Treating Sewage for Drinking Water	article-journal	Chemical and Engineering News	2008-01	both	Optional
"[{:family=>""Halford"", :given=>""Bethany""}]"	Side Effects	article-journal	Chemical and Engineering News	2008-02	both	Optional
"[{:family=>""Gardner-Outlaw"", :given=>""Tom""}, {:family=>""Engelman"", :given=>""Robert""}]"	Sustaining Water	article-journal	Population Action International	1997-05	both	Optional
"[{:family=>""Barrionuevo"", :given=>""Alexei""}]"	Chilean Town Withers in Free Market for Water	article-journal	New York Times	2009-03-14	both	Optional
	Guidelines for Drinking-Water Quality	article-journal	World Health Organization	2008	both	Optional
	National Primary Drinking Water Regulations	article-journal	U.S. Environmental Protection Agency	2009-05	both	Optional
"[{:family=>""Reynolds"", :given=>""T.D.""}, {:family=>""Richards"", :given=>""P.A.""}]"	Water Quality	chapter	Unit Operations and Processes in Environmental Engineering	1995	both	Optional
	Desalination for Safe Water Supply: Guidance for the Health and Environmental Aspects Applicable to Desalination	article-journal	World Health Organization	2007	both	Optional
"[{:family=>""Hooley"", :given=>""J.P.""}, {:family=>""Pittner"", :given=>""G.A.""}, {:family=>""Amjad"", :given=>""Z.""}]"	The Importance of Water Analysis for Reverse Osmosis Design and Operation	chapter	Chapter 5 in Amjad	1993	both	Optional
"[{:family=>""Miller"", :given=>""James E.""}]"	Review of Water Resources and Desalination Technologies	chapter	Sandia National Labs (March 2003): SAND 2003-0800		both	Optional
"[{:family=>""Pitzer"", :given=>""Kenneth S.""}, {:family=>""Peiper"", :given=>""J.Christopher""}, {:family=>""Busey"", :given=>""R.H.""}]"	Thermodynamic Properties of Aqueous Sodium Chloride Solutions	article-journal	Journal of Physical Chemical Reference Data	1984	both	Optional
"[{:family=>""Bromley"", :given=>""L.A.""}, {:others=>true}]"	Thermodynamic Properties of Sea Salt Solutions	article-journal	American Institute of Chemical Engineers Journal	1974-03	both	Optional
"[{:family=>""D1141"", :given=>""A.S.T.M.Standard""}]"	Standard for Practice for the Preparation of Substitute Ocean Water	book		1998	both	Optional
"[{:family=>""D1141"", :given=>""A.S.T.M.Standard""}]"	Standard for Practice for the Preparation of Substitute Ocean Water	book		1998	both	Optional
"[{:family=>""D1141"", :given=>""A.S.T.M.Standard""}]"	Standard for Practice for the Preparation of Substitute Ocean Water	book		1998	both	Required
"[{:family=>""D1141"", :given=>""A.S.T.M.Standard""}]"	Standard for Practice for the Preparation of Substitute Ocean Water	book		1998	both	Required
"[{:family=>""Stewart"", :given=>""Robert H.""}]"	Definition of Salinity	chapter	Section 6.1 in Introduction to Physical Oceanography	2008	both	Optional
"[{:family=>""Sharqawy"", :given=>""M.H.""}, {:family=>""V"", :given=>""J.H.Lienhard""}, {:family=>""Zubair"", :given=>""S.M.""}]"	The Thermophysical Properties of Seawater: A Review of Existing Correlations and Data	article-journal	Desalination and Water Treatment	2010	both	Optional
"[{:family=>""Fritzmann"", :given=>""C.""}, {:others=>true}]"	State-of-the-Art Reverse Osmosis Desalination	article-journal	Desalination	2007-10	both	Optional
"[{:family=>""Sauvet-Guichon"", :given=>""Bruno""}]"	Ashkelon Desalination Plant – A Successful Challenge	article-journal	Desalination	2007-02	both	Optional
"[{:family=>""Probstein"", :given=>""Ronald F.""}]"	Reverse Osmosis and Mixed Heterogeneous Reactions	chapter	Section 4.4 in Physicochemical Hydrodynamics	2003	both	Optional
"[{:family=>""Yasuda"", :given=>""H.""}, {:family=>""Lamaze"", :given=>""C.E.""}]"	Salt Rejection by Polymer Membranes in Reverse Osmosis	article-journal	I. Nonionic Polymers.” Journal of Polymer Science: Part A-2	1971	both	Optional
"[{:family=>""Paul"", :given=>""D.R.""}]"	The Role of Membrane Pressure in Reverse Osmosis	article-journal	Journal of Applied Polymer Science	1972	both	Optional
"[{:family=>""Paul"", :given=>""D.R.""}]"	Reformulation of the Solution-Diffusion Theory of Reverse Osmosis	article-journal	Journal of Membrane Science	2004-10	both	Optional
"[{:family=>""Paul"", :given=>""D.R.""}]"	Reformulation of the Solution-Diffusion Theory of Reverse Osmosis	article-journal	Journal of Membrane Science	2004-10	both	Optional
"[{:family=>""Paul"", :given=>""D.R.""}]"	Reformulation of the Solution-Diffusion Theory of Reverse Osmosis	article-journal	Journal of Membrane Science	2004-10	both	Required
"[{:family=>""Paul"", :given=>""D.R.""}]"	Reformulation of the Solution-Diffusion Theory of Reverse Osmosis	article-journal	Journal of Membrane Science	2004-10	both	Required
"[{:family=>""Cath"", :given=>""Tzahi Y.""}, {:family=>""Childress"", :given=>""Amy E.""}, {:family=>""Elimelech"", :given=>""Menachem""}]"	Forward Osmosis: Principles	article-journal	Journal of Membrane Science	2006	both	Optional
"[{:family=>""Hilal"", :given=>""N.""}, {:others=>true}]"	A Comprehensive Review of Nanofiltration Membranes	article-journal	Desalination	2004	both	Optional
"[{:family=>""Asatekin"", :given=>""Ayse""}, {:others=>true}]"	Antifouling Nanofiltration Membranes for Membrane Bioreactors from Self-Assembling Graft Copolymers	article-journal	Journal of Membrane Science	2006	both	Optional
"[{:family=>""Asatekin"", :given=>""Ayse""}, {:family=>""Mayes"", :given=>""Anne M.""}]"	Amphiphilic Graft Copolymers for Nanofiltration Membranes with Tunable Pore Size	article-journal	MRS	2006	both	Optional
"[{:family=>""Strathmann"", :given=>""Heiner""}]"	Electromembrane Processes: State-of-the-Art Processes and Recent Developments	book		2007	both	Optional
"[{:family=>""Probstein"", :given=>""Ronald F.""}]"	The Electrolytic Cell”	chapter	Sections 6.1-6.3 in Physicochemical Hydrodynamics	2003	both	Optional
"[{:family=>""Strathmann"", :given=>""Heiner""}]"	The Ion-Exchange Equilibrium and the Donnan Potential,” and “The Electrochemical Equilibrium	article-journal	Ion-Exchange Membrane Separation Processes	2004	both	Optional
"[{:family=>""Hasson"", :given=>""David""}, {:family=>""Heike""}, {:family=>""Ulrich"", :given=>""Joachim""}]"	Scale Formation and Prevention	chapter	Galde	2001-04	both	Optional
"[{:family=>""Flemming"", :given=>""Hans-Curt""}, {:others=>true}, {:family=>""Geesey"", :given=>""Gill G.""}, {:family=>""Lewandowski"", :given=>""Zbigniew""}, {:family=>""Flemming"", :given=>""Hans-Curt""}]"	Effects and Extent of Biofilm Accumulation in Membrane Systems	article-journal	Chapter	1994	both	Optional
"[{:family=>""El-Sayed"", :given=>""Y.M.""}, {:family=>""Silver"", :given=>""R.S.""}, {:family=>""Spielger"", :given=>""K.S.""}, {:family=>""Laird"", :given=>""A.D.K.""}]"	Fundamentals of Distillation	article-journal	Chapter	1980	both	Optional
"[{:family=>""Wade"", :given=>""Neil M.""}]"	Distillation Plant Development and Cost Update	article-journal	Desalination	2001	both	Optional
"[{:family=>""Ophir"", :given=>""A.""}, {:family=>""Lokiec"", :given=>""F.""}]"	Advanced MED Process for Most Economical Seawater Desalination	article-journal	Desalination	2005	both	Optional
"[{:family=>""El-Dessouky"", :given=>""H.""}, {:family=>""Ettouney"", :given=>""H.""}]"	Flash Desalination Processes.” Section 3.22 in Heat Exchanger Design Handbook			2002	both	Optional
"[{:family=>""Kahraman"", :given=>""Nafiz""}, {:others=>true}]"	Exergy Analysis of a Combined RO	article-journal	Desalination	2004	both	Optional
"[{:family=>""Spiegler"", :given=>""K.S.""}, {:family=>""El-Sayed"", :given=>""Y.M.""}]"	The Energetics of Desalination Processes	article-journal	Desalination	2001	both	Optional
"[{:family=>""Hammer"", :given=>""M.J.""}, {:family=>""Hammer"", :given=>""M.J.""}]"	Water Treatment.” Chapter 7 in Water and Wastewater Technology			2007	both	Optional
"[{:family=>""Harleman"", :given=>""D.R.F.""}, {:family=>""Murcott"", :given=>""S.""}]"	An Innovative Approach to Urban Wastewater Treatment in the Developing World	chapter	Water21: Magazine of the International Water Association	2001-06	both	Optional
