author	title	type	collection	year	_merge	category
"[{:family=>""Yannas"", :given=>""Ioannis V.""}]"	Tissue and Organ Regeneration in Adults			2001	both	Required
"[{:family=>""Discher"", :given=>""Dennis E.""}, {:family=>""Janmey"", :given=>""Paul""}, {:others=>true}]"	Tissue Cells Feel and Respond to the Stiffness of their Substrate	article-journal	Science	2005	both	Optional
"[{:family=>""Engler"", :given=>""Adam J.""}, {:family=>""Sen"", :given=>""Shamik""}, {:others=>true}]"	Matrix Elasticity Directs Stem Cell Lineage Specification	article-journal	Cell	2006	both	Optional
"[{:family=>""Vale"", :given=>""Ronald D.""}, {:family=>""Milligan"", :given=>""Ronald A.""}]"	The Way Things Move: Looking under the Hood of Molecular Motor Proteins	article-journal	Science	2000	both	Optional
"[{:family=>""Stossel"", :given=>""Thomas P.""}]"	On the Crawling of Animal Cells	article-journal	Science	1993	both	Optional
"[{:family=>""Hinz"", :given=>""Boris""}, {:family=>""Celetta"", :given=>""Giuseppe""}, {:others=>true}]"	Alpha-smooth Muscle Actin Expression Upregulates Fibroblast Contractile Activity	article-journal	Molecular Biology of the Cell	2001	both	Optional
"[{:family=>""Ruoslahti"", :given=>""Erkki""}, {:family=>""Pierschbacher"", :given=>""Michael D.""}]"	New Perspectives in Cell Adhesion: RGD and Integrins	article-journal	Science	1987	both	Optional
"[{:family=>""Wang"", :given=>""J.H.-C.""}, {:family=>""Thampatty"", :given=>""B.P.""}]"	An Introductory Review of Cell Mechanobiology	article-journal	Biomechanics and Modeling in Mechanobiology	2006	both	Optional
"[{:family=>""Sweeney"", :given=>""Shawn M.""}, {:family=>""Orgel"", :given=>""Joseph P.""}, {:others=>true}]"	Candidate Cell and Matrix Interaction Domains on the Collagen Fibril	article-journal	Journal of Biological Chemistry	2008	both	Optional
"[{:family=>""Jessop"", :given=>""H.L.""}, {:family=>""Sjöberg"", :given=>""M.""}, {:others=>true}]"	Mechanical Strain and Estrogen Activate Estrogen Receptor α in Bone Cells	article-journal	Journal of Bone and Mineral Research	2001	both	Optional
"[{:family=>""Banes"", :given=>""Albert J.""}, {:family=>""Tsuzaki"", :given=>""Mari""}, {:others=>true}]"	Mechanoreception at the Cellular Level: The Detection	article-journal	Biochemistry and Cell Biology	1995	both	Optional
"[{:family=>""Davies"", :given=>""Peter F.""}, {:family=>""Tripathi"", :given=>""S.C.""}]"	Mechanical Stress Mechanisms and the Cell. An Endothelial Paradigm	article-journal	Circulation Research	1993	both	Optional
"[{:family=>""Alenghat"", :given=>""Francis J.""}, {:family=>""Ingber"", :given=>""Donald E.""}]"	Mechanotransduction: All Signals Point to Cytoskeleton	article-journal	Science STKE	2002	both	Optional
"[{:family=>""Schaffer"", :given=>""Jonathan L.""}, {:family=>""Rizen"", :given=>""Michael""}, {:others=>true}]"	Device for the Application of a Dynamic Biaxially Uniform and Isotropic Strain to a Flexible Cell Culture Membrane	article-journal	Journal of Orthopaedic Research	1994	both	Optional
"[{:family=>""McNeil"", :given=>""Paul L.""}, {:family=>""Steinhardt"", :given=>""Richard A.""}]"	Plasma Membrane Disruption: Repair	article-journal	Annual Review of Cell and Developmental Biology	2003	both	Optional
"[{:family=>""Miyake"", :given=>""Katsuya""}, {:family=>""McNeil"", :given=>""Paul L.""}]"	Mechanical Injury and Repair of Cells	article-journal	Critical Care Medicine	2003	both	Optional
"[{:family=>""Rubin"", :given=>""Clinton T.""}, {:family=>""Lanyon"", :given=>""Lance E.""}]"	Osteoregulatory Nature of Mechanical Stimuli: Function as a Determinant for Adaptive Remodeling in Bone	article-journal	Journal of Orthopaedic Research	1987	both	Optional
"[{:family=>""Freyman"", :given=>""T.M.""}, {:family=>""Yannas"", :given=>""I.V.""}, {:others=>true}]"	Fibroblast Contraction of a Collagen–GAG Matrix	article-journal	Biomaterials	2001	both	Optional
"[{:family=>""Freyman"", :given=>""T.M.""}, {:family=>""Yannas"", :given=>""I.V.""}, {:others=>true}]"	Fibroblast Contractile Force is Independent of the Stiffness which Resists the Contraction	article-journal	Experimental Cell Research	2002	both	Optional
"[{:family=>""Freyman"", :given=>""T.M.""}, {:family=>""Yannas"", :given=>""I.V.""}, {:others=>true}]"	Micromechanics of Fibroblast Contraction of a Collagen–GAG Matrix	article-journal	Experimental Cell Research	2001	both	Optional
"[{:family=>""Hwang"", :given=>""Kun""}, {:family=>""Sim"", :given=>""Hyung Bo""}, {:others=>true}]"	Myofibroblasts and Capsular Tissue Tension in Breast Capsular Contracture	article-journal	Aesthetic Plastic Surgery	2010	both	Optional
"[{:family=>""Walsh"", :given=>""Andrew J.L.""}, {:family=>""Lotz"", :given=>""Jeffrey C.""}]"	Biological Response of the Intervertebral Disc to Dynamic Loading	article-journal	Journal of Biomechanics	2004	both	Optional
"[{:family=>""Kasra"", :given=>""Mehran""}, {:family=>""Goel"", :given=>""Vijay""}, {:others=>true}]"	Effect of Dynamic Hydrostatic Pressure on Rabbit Intervertebral Disc Cells	article-journal	Journal of Orthopaedic Research	2003	both	Optional
"[{:family=>""Fermor"", :given=>""Beverley""}, {:family=>""Jeffcoat"", :given=>""Devon""}, {:others=>true}]"	The Effects of Cyclic Mechanical Strain and Tumor Necrosis Factor Alpha on the Response of Cells of the Meniscus](http://dx.doi.org/ 10.1016/j.joca.2004.08.007	article-journal	Osteoarthritis and Cartilage	2004	both	Optional
"[{:family=>""Zielinska"", :given=>""B.""}, {:family=>""Killian"", :given=>""M.""}, {:others=>true}]"	Meniscal Tissue Explants Response Depends on Level of Dynamic Compressive Strain	article-journal	Osteoarthritis and Cartilage	2009	both	Optional
"[{:family=>""Zaleskas"", :given=>""J.M.""}, {:family=>""Kinner"", :given=>""B.""}, {:others=>true}]"	Growth Factor Regulation of Smooth Muscle Actin Expression and Contraction of Human Articular Chondrocytes and Meniscal Cells in a Collagen–GAG Matrix	article-journal	Experimental Cell Research	2001	both	Optional
"[{:family=>""Hughes-Fulford"", :given=>""Millie""}]"	Signal Transduction and Mechanical Stress	article-journal	Science STKE	2004	both	Optional
"[{:family=>""Turner"", :given=>""Charles H.""}, {:family=>""Pavalko"", :given=>""Fredrick M.""}]"	Mechanotransduction and Functional Response of the Skeleton to Physical Stress: The Mechanisms and Mechanics of Bone Adaptation	article-journal	Journal of Orthopaedic Science	1998	both	Optional
"[{:family=>""Robling"", :given=>""A.G.""}, {:family=>""Duijvelaar"", :given=>""K.M.""}, {:others=>true}]"	Modulation of Appositional and Longitudinal Bone Growth in the Rat Ulna by Applied Static and Dynamic Force	article-journal	Bone	2001	both	Optional
"[{:family=>""Burr"", :given=>""D.B.""}, {:family=>""Robling"", :given=>""Alexander G.""}, {:others=>true}]"	Effects of Biomechanical Stress on Bones in Animals	article-journal	Bone	2002	both	Optional
