author	title	type	collection	year	_merge	category
"[{:family=>""Alley"", :given=>""Richard""}]"	Abrupt Climate Changes: Oceans	article-journal	Oceanography	2004-12	both	Required
"[{:family=>""Schrag"", :given=>""D.P.""}, {:family=>""Alley"", :given=>""R.B.""}]"	Ancient Lessons for Our Future Climate	article-journal	Science	2004-10-29	both	Required
"[{:family=>""Alley"", :given=>""R.""}, {:family=>""Clark"", :given=>""P.U.""}, {:family=>""Huybrechts"", :given=>""P.""}, {:family=>""Joughin"", :given=>""I.""}]"	Ice-Sheet and Sea-Level Changes	article-journal	Science	2005-10-21	both	Required
"[{:family=>""Anandakrishnan"", :given=>""S.""}, {:family=>""Voigt"", :given=>""D.E.""}, {:family=>""Alley"", :given=>""R.B.""}]"	Ice Stream D Flow Speed is Strongly Modulated by the Tide Beneath the Ross Ice Shelf	article-journal	Geophysical Research Letters	2003	both	Required
"[{:family=>""Bindschadler"", :given=>""Robert A.""}, {:family=>""King"", :given=>""Matt A.""}, {:family=>""Alley"", :given=>""Richard B.""}, {:family=>""Anandakrishnan"", :given=>""Sridhar""}]"	Tidally Controlled Stick-slip Discharge of a West Antarctic Ice Stream	article-journal	Science	2003-08-22	both	Required
"[{:family=>""Alley"", :given=>""R.B.""}, {:family=>""Anandakrishnan"", :given=>""S.""}, {:family=>""Dupont"", :given=>""T.K.""}, {:family=>""Parizek"", :given=>""B.R.""}]"	Ice Streams-Fast	chapter	Department of Geosciences and EMS Environment Institute		both	Required
"[{:family=>""Doake"", :given=>""C.S.M.""}, {:family=>""Corr"", :given=>""H.F.J.""}, {:family=>""Nicholls"", :given=>""K.W.""}, {:family=>""Gaffikin"", :given=>""A.""}, {:family=>""Jenkins"", :given=>""A.""}]"	Tide-induced Lateral Movement of Brunt Ice Shelf	article-journal	Geophysical Research Letters	2002	both	Required
"[{:family=>""Dash"", :given=>""J.G.""}, {:family=>""Rempel"", :given=>""A.W.""}, {:family=>""Wettlaufer"", :given=>""J.S.""}]"	The Physics of Permelted Ice and its Geophysical Consequences	article-journal	Rev Mod Phys In Press (February		both	Required
"[{:family=>""Joughin"", :given=>""Ian""}, {:family=>""Tulaczyk"", :given=>""Slawek""}]"	Positive Mass Balance of the Ross Ice Streams	article-journal	Science	2002-01-18	both	Required
"[{:family=>""Joughin"", :given=>""Ian""}, {:family=>""Abdalati"", :given=>""Waleed""}, {:family=>""Fahnestock"", :given=>""Mark""}]"	Large Fluctuations in Speed on Greenland’s Jakobshavn Isbræ Glacier	article-journal	Nature	2004-12-02	both	Required
"[{:family=>""Hulbe"", :given=>""Christina L.""}, {:family=>""MacAyeal"", :given=>""Douglas R.""}, {:family=>""Denton"", :given=>""George H.""}, {:family=>""Kleman"", :given=>""Johan""}, {:family=>""Lowell"", :given=>""Thomas V.""}]"	Catastrophic Ice Shelf Breakup as the Source of Heinrich Event Icebergs	article-journal	Paleoceanography	2004	both	Required
"[{:family=>""Scambos"", :given=>""Ted""}, {:family=>""Hulbe"", :given=>""Christina""}, {:family=>""Fahnestock"", :given=>""Mark""}]"	Climate-Induced Ice Shelf Disintegration In The Antarctic Peninsula	chapter	Paleobiology and Paleoenvironments of Eoscene Rocks-Antarctic Research Series	2003	both	Required
"[{:family=>""Ekstrom"", :given=>""Goran""}, {:family=>""Nettles"", :given=>""Meredith""}, {:family=>""Tsai"", :given=>""Victor C.""}]"	Seasonality and Increasing Frequency of Greenland Glacial Earthquakes				both	Required
