Required	[{:family=>"David", :given=>"Harvey"}]	["Cracks in the Edifice of the Empire State"]	chapter	["After the World Trade Center: Rethinking New York City"]	["2002"]
Required	[{:family=>"Wigley", :given=>"Mark"}]	["Insecurity by Design"]	chapter	["After the World Trade Center: Rethinking New York City"]	["2002"]
Required	[{:family=>"Darnton", :given=>"Eric"}]	["The Janus Face of Architectural Terrorism: Minoru Yamasaki, Mohammed Atta, and Our World Trade Center"]	chapter	["After the World Trade Center: Rethinking New York City"]	["2002"]
Required	[{:family=>"Wallace", :given=>"Mike"}]	["New York, New Deal"]	chapter	["After the World Trade Center: Rethinking New York City"]	["2002"]
Required	[{:family=>"Halbwachs", :given=>"Maurice"}]	["Individual and Collective Memory,” and “Space and the Collective Memory"]			
Required	[{:family=>"Huyssen", :given=>"Andreas"}]	["Twin Memories: After-Images of 9/11"]			
Required	[{:family=>"Boyer", :given=>"M.Christine"}]	["Meditations on a Wounded Skyline and Its Stratigraphies of Pain"]			
Required	[{:family=>"Yoneyama", :given=>"Lisa"}]	["Introduction,” “Tropes of the Nation, Peace, and Humanity"]	chapter	["“Memories in Ruins,” and “On the Politics of Historical Memory.”"]	
Required	[{:family=>"Munroe", :given=>"Alexandra"}]	["Revolt of the Flesh: Ankoku Butoh and Obsessional Art"]			
Required	[{:family=>"Viala", :given=>"Judith"}]	["The Return of Hijikata"]	chapter	["Foreword and Introduction"]	
Required	[{:family=>"Hein", :given=>"Carola"}]	["Hiroshima: The Atomic Bomb and Kenzo Tange’s Hiroshima Peace Center"]			
Required	[{:family=>"Caruth", :given=>"Cathy"}]	["Literature and the Enactment of Memory: Duras"]			
Required	[{:family=>"Young", :given=>"James"}]	["Germany’s Holocaust Memorial Problem – And Mine"]			
Required	[{:family=>"Brockmann", :given=>"Stephen"}]	["German Literature, Year Zero: Writers and Politics: 1945-53"]			
Required	[{:family=>"Page", :given=>"Max"}]	["Creatively Destroying New York: Fantasies, Premonitions, and Realities in the Provisional City"]			
Required	[{:family=>"Lentricchia", :given=>"Frank"}, {:family=>"McAuliffe", :given=>"Jody"}]	["Groundzeroland"]			
Required	[{:family=>"Harvey", :given=>"David"}]	["Cracks in the Edifice of the Empire State"]			
Required	[{:family=>"Darnton", :given=>"Eric"}]	["The Janus Face of Architectural Terrorism: Minoru Yamasaki, Mohammed Atta"]	book		
