Optional	[{:family=>"Felps", :given=>"W."}, {:family=>"Mitchell", :given=>"T.R."}, {:family=>"Byington", :given=>"E."}]	["How, When and Why Bad Apples Spoil the Barrel: Negative Group Members and Disfunctional Groups"]	article-journal	["Research in Organizational Behavior"]	["2006"]
Optional		["Ruining It For the Rest of Us"]	article-journal	["This American Life"]	["2008-12-19"]
Required	[{:family=>"from", :given=>"Adapted"}, {:family=>"Scholtes", :given=>"Peter"}, {:others=>true}]	["The Team Handbook"]			["2003"]
Required	[{:family=>"Mitchell", :given=>"Rudolph"}]	["A Pilot Study of Curriculum Innovations Implemented in a New Project-Based Subject, Introduction to Biological Engineering Design (20.020"]			["2008-10-03"]
Required	[{:family=>"Bushman", :given=>"F.D."}, {:family=>"Ptashne", :given=>"M."}]	["‘Turning Lambda Cro Into a Transcriptional Activator"]	article-journal	["Cell"]	["1988-07-15"]
Optional	[{:family=>"Ptashne", :given=>"Mark"}]	["Genetic Switch: Phage Lambda and Higher Organisms"]			["1992"]
Optional	[{:family=>"Ptashne", :given=>"Mark"}]	["How Gene Activators Work"]	article-journal	["Scientific American"]	["1989-01"]
Required	[{:family=>"Humphris", :given=>"E.L."}, {:family=>"Kortemme", :given=>"T."}]	["Design of Multi-Specificity in Protein Interfaces"]	article-journal	["PLoS Computational Biology"]	["2007"]
Required	[{:family=>"T.", :given=>"Jin"}, {:family=>"Inouye", :given=>"M."}]	["Ligand Binding to the Receptor Domain Regulates the Ratio of Kinase to Phosphatase Activities of the Signaling Domain of the Hybrid Escherichia Coli Transmembrane Receptor, Taz1"]	article-journal	["J Mol Biol"]	["1993"]
Required	[{:family=>"Anderson", :given=>"J.C."}, {:family=>"Voigt", :given=>"C."}, {:family=>"Arkin", :given=>"A.P."}]	["Environmental Signal Integration by a Modular AND Gate"]	article-journal	["Molecular Systems Biology"]	["2007"]
Required	[{:family=>"Saito", :given=>"H."}, {:family=>"Inoue", :given=>"T."}]	["RNA and RNP as New Molecular Parts in Synthetic Biology"]	article-journal	["Journal of Biotechnology"]	["2007"]
Required	[{:family=>"Blake", :given=>"W.J."}, {:others=>true}]	["Phenotypic Consequences of Promoter-mediated Transcriptional Noise"]	article-journal	["Molecular Cell"]	["2006"]
Required	[{:family=>"Maeder", :given=>"M.L."}, {:family=>"al", :particle=>"et."}]	["Rapid “open-source” Engineering of Customized Zinc-finger Nucleases for Highly Efficient Gene Modification"]	article-journal	["Molecular Cell"]	["2008"]
Required	[{:family=>"Shao", :given=>"Z."}, {:family=>"Zhao", :given=>"H."}]	["DNA Assembler, An in vivo Genetic Method for Rapid Construction of Biochemical Pathways"]	article-journal	["Nucleic Acids Res"]	["2008-12-12"]
Optional	[{:family=>"Stemmer", :given=>"W.P."}, {:others=>true}]	["Single-step Assembly of a Gene and Entire Plasmid from Large Numbers of Oligodeoxyribonucleotides"]	article-journal	["Gene"]	["1995-10-16"]
Required	[{:family=>"Skerker", :given=>"J.M."}, {:others=>true}]	["Rewiring the Specificity of Two-component Signal Transduction Systems"]	article-journal	["Cell"]	["2008"]
Required	[{:family=>"Osawa", :given=>"M."}, {:family=>"Anderson", :given=>"D.E."}, {:family=>"Erickson", :given=>"H.P."}]	["Reconstitution of Contractile FtsZ Rings in Liposomes"]	article-journal	["Science"]	["2008"]
Optional	[{:family=>"Pósfai", :given=>"G."}, {:others=>true}]	["Emergent Properties of Reduced-genome Escherichia Coli"]	article-journal	["Science"]	["2006"]
Required	[{:family=>"Portney", :given=>"N.G."}, {:others=>true}]	["Length-based Encoding of Binary Data in DNA"]	article-journal	["Langmuir"]	["2008"]
Required	[{:family=>"Bashor", :given=>"C.J."}, {:others=>true}]	["Using Engineered Scaffold Interactions to Reshape MAP Kinase Pathway Signaling Dynamics"]	article-journal	["Science"]	["2008"]
Required	[{:family=>"Ajo-Franklin", :given=>"C.M."}, {:others=>true}]	["Rational Design of Memory in Eukaryotic Cells"]	article-journal	["Genes Dev"]	["2007"]
Required	[{:family=>"A.", :given=>"Rai"}, {:given=>"Boyle"}]	["Synthetic Biology: Caught Between Property Rights, The Public Domain, and The Commons"]	article-journal	["J PLoS Biol"]	["2007"]
Optional	[{:family=>"Kaye", :given=>"J."}, {:family=>"Hawkins", :given=>"N."}, {:family=>"Taylor", :given=>"J."}]	["Patents and Translational Research in Genomics"]	article-journal	["Nature Biotech"]	["2007"]
Required	[{:family=>"Samuel", :given=>"G.N."}, {:family=>"Selgelid", :given=>"M.J."}, {:family=>"Kerridge", :given=>"I."}]	["Managing the Unimaginable. Regulatory Responses to the Challenges Posed by Synthetic Biology and Synthetic Genomics"]	article-journal	["EMBO Reports"]	["2009"]
