Required	[{:family=>"Kuldell", :given=>"Natalie H."}]	["How Golden is Silence? Teaching Undergraduates the Power and Limits of RNA Interference"]	article-journal	["CBE Life Sci Educ"]	["2006"]
Optional	[{:family=>"Swan", :given=>"Judith A."}, {:family=>"Gopen", :given=>"George D."}]	["The Science of Scientific Writing"]	article-journal	["American Scientist"]	["1990-11"]
