author	title	type	collection	year	_merge	category
"[{:family=>""Dehghan-Manshadi"", :given=>""B.""}, {:family=>""Mahmudi"", :given=>""H.""}, {:family=>""Abedian"", :given=>""A.""}, {:family=>""Mahmudi"", :given=>""R.""}]"	A Novel Method for Materials Selection in Mechanical Design: Combination of Non-linear Normalization and a Modified Digital Logic Method	article-journal	Materials and Design	2007	both	Optional
"[{:family=>""Yoon"", :given=>""K.Paul""}, {:family=>""Hwang"", :given=>""Ching-Lai""}]"	Multiple Attribute Decision Making: An Introduction			1995	both	Required
"[{:family=>""Ashby"", :given=>""Michael F.""}]"	Materials Selection in Mechanical Design			2005	both	Required
"[{:family=>""Collette"", :given=>""Yann""}, {:family=>""Siarry"", :given=>""Patrick""}]"	Multiobjective Optimization: Principles and Case Studies			2004	both	Required
"[{:family=>""Roy"", :given=>""Ranjit K.""}]"	Design of Experiments Using the Taguchi Approach: 16 Steps to Product and Process Improvement			2001	both	Required
"[{:family=>""Triantaphyllou"", :given=>""Evangelos""}]"	Multi-Criteria Decision Making Methods: A Comparative Study			2000	both	Required
"[{:family=>""Saaty"", :given=>""Thomas L.""}]"	Fundamentals of Decision Making and Priority Theory with the Analytic Hierarchy Process			2000	both	Required
"[{:family=>""Farag"", :given=>""Mahmoud M.""}]"	Materials Selection for Engineering Design			1997	both	Required
"[{:family=>""Roy"", :given=>""Bernard""}]"	Multicriteria Methodology for Decision Aiding			1996	both	Required
"[{:family=>""Dehghan-Manshadi"", :given=>""B.""}, {:family=>""Mahmudi"", :given=>""H.""}, {:family=>""Abedian"", :given=>""A.""}, {:family=>""Mahmudi"", :given=>""R.""}]"	A novel method for materials selection in mechanical design: Combination of non-linear normalization and a modified digital logic method	article-journal	Materials and Design	2007	left_only	Required
"[{:family=>""Sirisalee"", :given=>""P.""}, {:family=>""Ashby"", :given=>""M.F.""}, {:family=>""Parks"", :given=>""G.T.""}, {:family=>""Clarkson"", :given=>""P.J.""}]"	Multi-criteria material selection of monolithic and multi-materials in engineering design	article-journal	Advanced Engineering Materials	2006	both	Required
"[{:family=>""Rao"", :given=>""R.V.""}]"	A material selection model using graph theory and matrix approach	article-journal	Materials Science and Engineering A	2006	both	Required
"[{:family=>""Milani"", :given=>""A.S.""}, {:family=>""Shanian"", :given=>""A.""}, {:family=>""Madoliat"", :given=>""R.""}, {:family=>""Nemes"", :given=>""J.A.""}]"	The effect of normalization norms in multiple attribute decision making (MADM) models: A case study in gear material selection	article-journal	Structural and Multidisciplinary Optimization	2005	both	Required
"[{:family=>""Milani"", :given=>""A.S.""}, {:family=>""El-Lahham"", :given=>""C.""}, {:family=>""Nemes"", :given=>""J.A.""}]"	Different approaches in multiple-criteria optimization using the Taguchi Method: A case study in a cold heading process	article-journal	Journal of Advanced Manufacturing Systems	2004	both	Required
"[{:family=>""Niemira"", :given=>""M.P.""}, {:family=>""Saaty"", :given=>""T.L.""}]"	An Analytic Network Process model for financial-crisis forecasting	article-journal	International Journal of Forecasting	2004	both	Required
"[{:family=>""Figueira"", :given=>""J.""}, {:family=>""Roy"", :given=>""B.""}]"	Determining the weights of criteria in the ELECTRE type methods with a revised Simos’ procedure	article-journal	European Journal of Operational Research	2002	both	Required
"[{:family=>""Roth"", :given=>""R.F.""}, {:family=>""Field"", :given=>""F.""}, {:family=>""Clark"", :given=>""J.""}]"	Materials Selection and Multi-Attribute Utility Analysis	article-journal	Journal of Computer-Aided Materials Design	1994	both	Required
