Required	[{:family=>"Madigan", :given=>"Michael"}, {:family=>"Martinko", :given=>"John"}]	["Brock Biology of Microorganisms"]			["2005"]
Required	[{:family=>"Brock”", :given=>"Madigan"}, {:family=>"Michael"}, {:family=>"Martinko", :given=>"John"}]	["Brock Biology of Microorganisms"]			["2005"]
Required	[{:family=>"Marx", :given=>"Christopher J."}, {:family=>"Dien", :given=>"Stephen J.", :particle=>"Van"}, {:family=>"Lidstrom", :given=>"Mary E."}]	["Flux Analysis Uncovers Key Role of Functional Redundancy in Formaldehyde Metabolism"]	article-journal	["PLOS Biology"]	["2005"]
Required	[{:family=>"Backhed", :given=>"Fredrik"}, {:others=>true}]	["Host-Bacterial Mutualism in the Human Intestine"]	article-journal	["Science"]	["2005"]
Optional	[{:family=>"Berg", :given=>"Howard"}]	["Motile Behavior of Bacteria"]	article-journal	["Physics Today on the Web"]	["2000-01"]
Optional	[{:family=>"Galan", :given=>"Jorge E."}, {:family=>"Wolf-Watz", :given=>"Hans"}]	["Protein Delivery into Eukaryotic Cells by Type III Secretion Machines"]	article-journal	["Nature"]	["2006"]
Optional	[{:family=>"Jetten", :given=>"Mike S.M."}, {:others=>true}]	["Microbiology and Application of the Anaerobic Ammonium Oxidation (‘Anammox’) Process"]	article-journal	["Environmental Biotechnology"]	["2001"]
Optional	[{:family=>"Lovley", :given=>"Derek R."}]	["Bug Juice: Harvesting Electricity with Microorganisms"]	article-journal	["Nature Reviews Microbiology"]	["2006"]
Optional	[{:family=>"Moran", :given=>"Nancy A."}, {:family=>"Plague", :given=>"Fordon R."}, {:family=>"Sandstro", :given=>"Jonas P."}, {:family=>"Wilcox", :given=>"Jennifer L."}]	["A Genomic Perspective on Nutrient Provisioning by Bacterial Symbionts of Insects"]	article-journal	["PNAS"]	["2003"]
Optional	[{:family=>"Nakabachi", :given=>"Atsushi"}, {:others=>true}]	["The 160-Kilobase Genome of the Bacterial Endosymbiont Carsonella"]	article-journal	["Science"]	["2006"]
Optional	[{:family=>"Pace", :given=>"Norman R."}]	["Time for a Change"]	article-journal	["Nature"]	["2006"]
Optional	[{:family=>"Purcell", :given=>"E.M."}]	["Life at Low Reynolds Number"]	article-journal	["American Journal of Physics"]	["1977"]
Optional	[{:family=>"Santiago", :given=>"F.Elena"}, {:family=>"Lenski", :given=>"Richard E."}]	["Evolution Experiments with Microorganisms: The Dynamics and Genetic Bases of Adaptation"]	article-journal	["Nature Reviews Genetics"]	["2003"]
Optional	[{:family=>"Tamas", :given=>"Ivica"}, {:others=>true}]	["50 Million Years of Genomic Stasis in Endosymbiotic Bacteria"]	article-journal	["Science"]	["2002"]
Optional	[{:family=>"Wu", :given=>"Dongying"}, {:others=>true}]	["Metabolic Complementarity and Genomics of the Dual Bacterial Symbiosis of Sharpshooters"]	article-journal	["PLOS Biology"]	["2006"]
